storageLink,alternative_no,transcript,confidence,start_time,end_time,text,transcript_part
Xdpm7vWkZU0,0,From childhood. My ambition was to become a doctor my first experience with river blindness was in Western Uganda where I found a community totally devastated by this disease river blindness is a disease of the poor. These guys couldn't do much for themselves. My idea was we go mobilizes people educate them and provide them the medicines they treat themselves and they report back when we have gone and mobilize the communities. They have been enthusiastic. So it's not just a hundred health workers. We have a median foot soldiers. I feel that I've touched many lives touched people who have never been reached that gives me the inner satisfaction emotionally. I am at peace.,0.8149423003196716,0.7000000000000001,1.0,From,1
Xdpm7vWkZU0,0,From childhood. My ambition was to become a doctor my first experience with river blindness was in Western Uganda where I found a community totally devastated by this disease river blindness is a disease of the poor. These guys couldn't do much for themselves. My idea was we go mobilizes people educate them and provide them the medicines they treat themselves and they report back when we have gone and mobilize the communities. They have been enthusiastic. So it's not just a hundred health workers. We have a median foot soldiers. I feel that I've touched many lives touched people who have never been reached that gives me the inner satisfaction emotionally. I am at peace.,0.8149423003196716,1.0,1.8,childhood.,1
Xdpm7vWkZU0,0,From childhood. My ambition was to become a doctor my first experience with river blindness was in Western Uganda where I found a community totally devastated by this disease river blindness is a disease of the poor. These guys couldn't do much for themselves. My idea was we go mobilizes people educate them and provide them the medicines they treat themselves and they report back when we have gone and mobilize the communities. They have been enthusiastic. So it's not just a hundred health workers. We have a median foot soldiers. I feel that I've touched many lives touched people who have never been reached that gives me the inner satisfaction emotionally. I am at peace.,0.8149423003196716,1.8,2.1,My,1
Xdpm7vWkZU0,0,From childhood. My ambition was to become a doctor my first experience with river blindness was in Western Uganda where I found a community totally devastated by this disease river blindness is a disease of the poor. These guys couldn't do much for themselves. My idea was we go mobilizes people educate them and provide them the medicines they treat themselves and they report back when we have gone and mobilize the communities. They have been enthusiastic. So it's not just a hundred health workers. We have a median foot soldiers. I feel that I've touched many lives touched people who have never been reached that gives me the inner satisfaction emotionally. I am at peace.,0.8149423003196716,2.1,2.7,ambition,1
Xdpm7vWkZU0,0,From childhood. My ambition was to become a doctor my first experience with river blindness was in Western Uganda where I found a community totally devastated by this disease river blindness is a disease of the poor. These guys couldn't do much for themselves. My idea was we go mobilizes people educate them and provide them the medicines they treat themselves and they report back when we have gone and mobilize the communities. They have been enthusiastic. So it's not just a hundred health workers. We have a median foot soldiers. I feel that I've touched many lives touched people who have never been reached that gives me the inner satisfaction emotionally. I am at peace.,0.8149423003196716,2.7,3.0,was,1
Xdpm7vWkZU0,0,From childhood. My ambition was to become a doctor my first experience with river blindness was in Western Uganda where I found a community totally devastated by this disease river blindness is a disease of the poor. These guys couldn't do much for themselves. My idea was we go mobilizes people educate them and provide them the medicines they treat themselves and they report back when we have gone and mobilize the communities. They have been enthusiastic. So it's not just a hundred health workers. We have a median foot soldiers. I feel that I've touched many lives touched people who have never been reached that gives me the inner satisfaction emotionally. I am at peace.,0.8149423003196716,3.0,3.1,to,1
Xdpm7vWkZU0,0,From childhood. My ambition was to become a doctor my first experience with river blindness was in Western Uganda where I found a community totally devastated by this disease river blindness is a disease of the poor. These guys couldn't do much for themselves. My idea was we go mobilizes people educate them and provide them the medicines they treat themselves and they report back when we have gone and mobilize the communities. They have been enthusiastic. So it's not just a hundred health workers. We have a median foot soldiers. I feel that I've touched many lives touched people who have never been reached that gives me the inner satisfaction emotionally. I am at peace.,0.8149423003196716,3.1,3.6,become,1
Xdpm7vWkZU0,0,From childhood. My ambition was to become a doctor my first experience with river blindness was in Western Uganda where I found a community totally devastated by this disease river blindness is a disease of the poor. These guys couldn't do much for themselves. My idea was we go mobilizes people educate them and provide them the medicines they treat themselves and they report back when we have gone and mobilize the communities. They have been enthusiastic. So it's not just a hundred health workers. We have a median foot soldiers. I feel that I've touched many lives touched people who have never been reached that gives me the inner satisfaction emotionally. I am at peace.,0.8149423003196716,3.6,3.6,a,1
Xdpm7vWkZU0,0,From childhood. My ambition was to become a doctor my first experience with river blindness was in Western Uganda where I found a community totally devastated by this disease river blindness is a disease of the poor. These guys couldn't do much for themselves. My idea was we go mobilizes people educate them and provide them the medicines they treat themselves and they report back when we have gone and mobilize the communities. They have been enthusiastic. So it's not just a hundred health workers. We have a median foot soldiers. I feel that I've touched many lives touched people who have never been reached that gives me the inner satisfaction emotionally. I am at peace.,0.8149423003196716,3.6,4.3,doctor,1
Xdpm7vWkZU0,0,From childhood. My ambition was to become a doctor my first experience with river blindness was in Western Uganda where I found a community totally devastated by this disease river blindness is a disease of the poor. These guys couldn't do much for themselves. My idea was we go mobilizes people educate them and provide them the medicines they treat themselves and they report back when we have gone and mobilize the communities. They have been enthusiastic. So it's not just a hundred health workers. We have a median foot soldiers. I feel that I've touched many lives touched people who have never been reached that gives me the inner satisfaction emotionally. I am at peace.,0.8149423003196716,5.1,5.4,my,1
