storageLink,alternative_no,transcript,confidence,start_time,end_time,text,transcript_part
2SqBGwq75Pg,0,"You know, I feel star has got out today, you know particularly for us. She's been a part of our lives for 28 years. Now we met in 1988 when the screen went back and divided us no longer and it is extraordinary to think that she's not going to be here anymore. She was good at keeping in touch with us. Both keeping an eye on what we were doing our children Emily and Charley you have just left University. So it was a fantastic but she was asked about them whenever we bumped into her and I think it's extremely sad that she's no longer with us really sad. She was obviously you see her fairy godmother has absolutely right. We would never have met if it wasn't for her and her show it was her show she made that show and no one else could have done it like she did and she just made everyone feel relaxed that went on it. Don't forget. We are normal public we had no sort of footprint of it's been weeks of approval on TV. She was a consummate professional but she just made everyone feel so, you know, norming a picture of parrots you right now at your wedding.",0.8363978266716003,0.0,0.1,You,1
2SqBGwq75Pg,0,"You know, I feel star has got out today, you know particularly for us. She's been a part of our lives for 28 years. Now we met in 1988 when the screen went back and divided us no longer and it is extraordinary to think that she's not going to be here anymore. She was good at keeping in touch with us. Both keeping an eye on what we were doing our children Emily and Charley you have just left University. So it was a fantastic but she was asked about them whenever we bumped into her and I think it's extremely sad that she's no longer with us really sad. She was obviously you see her fairy godmother has absolutely right. We would never have met if it wasn't for her and her show it was her show she made that show and no one else could have done it like she did and she just made everyone feel relaxed that went on it. Don't forget. We are normal public we had no sort of footprint of it's been weeks of approval on TV. She was a consummate professional but she just made everyone feel so, you know, norming a picture of parrots you right now at your wedding.",0.8363978266716003,0.1,0.30000000000000004,"know,",1
2SqBGwq75Pg,0,"You know, I feel star has got out today, you know particularly for us. She's been a part of our lives for 28 years. Now we met in 1988 when the screen went back and divided us no longer and it is extraordinary to think that she's not going to be here anymore. She was good at keeping in touch with us. Both keeping an eye on what we were doing our children Emily and Charley you have just left University. So it was a fantastic but she was asked about them whenever we bumped into her and I think it's extremely sad that she's no longer with us really sad. She was obviously you see her fairy godmother has absolutely right. We would never have met if it wasn't for her and her show it was her show she made that show and no one else could have done it like she did and she just made everyone feel relaxed that went on it. Don't forget. We are normal public we had no sort of footprint of it's been weeks of approval on TV. She was a consummate professional but she just made everyone feel so, you know, norming a picture of parrots you right now at your wedding.",0.8363978266716003,0.30000000000000004,0.30000000000000004,I,1
2SqBGwq75Pg,0,"You know, I feel star has got out today, you know particularly for us. She's been a part of our lives for 28 years. Now we met in 1988 when the screen went back and divided us no longer and it is extraordinary to think that she's not going to be here anymore. She was good at keeping in touch with us. Both keeping an eye on what we were doing our children Emily and Charley you have just left University. So it was a fantastic but she was asked about them whenever we bumped into her and I think it's extremely sad that she's no longer with us really sad. She was obviously you see her fairy godmother has absolutely right. We would never have met if it wasn't for her and her show it was her show she made that show and no one else could have done it like she did and she just made everyone feel relaxed that went on it. Don't forget. We are normal public we had no sort of footprint of it's been weeks of approval on TV. She was a consummate professional but she just made everyone feel so, you know, norming a picture of parrots you right now at your wedding.",0.8363978266716003,0.30000000000000004,0.5,feel,1
2SqBGwq75Pg,0,"You know, I feel star has got out today, you know particularly for us. She's been a part of our lives for 28 years. Now we met in 1988 when the screen went back and divided us no longer and it is extraordinary to think that she's not going to be here anymore. She was good at keeping in touch with us. Both keeping an eye on what we were doing our children Emily and Charley you have just left University. So it was a fantastic but she was asked about them whenever we bumped into her and I think it's extremely sad that she's no longer with us really sad. She was obviously you see her fairy godmother has absolutely right. We would never have met if it wasn't for her and her show it was her show she made that show and no one else could have done it like she did and she just made everyone feel relaxed that went on it. Don't forget. We are normal public we had no sort of footprint of it's been weeks of approval on TV. She was a consummate professional but she just made everyone feel so, you know, norming a picture of parrots you right now at your wedding.",0.8363978266716003,0.5,0.9,star,1
2SqBGwq75Pg,0,"You know, I feel star has got out today, you know particularly for us. She's been a part of our lives for 28 years. Now we met in 1988 when the screen went back and divided us no longer and it is extraordinary to think that she's not going to be here anymore. She was good at keeping in touch with us. Both keeping an eye on what we were doing our children Emily and Charley you have just left University. So it was a fantastic but she was asked about them whenever we bumped into her and I think it's extremely sad that she's no longer with us really sad. She was obviously you see her fairy godmother has absolutely right. We would never have met if it wasn't for her and her show it was her show she made that show and no one else could have done it like she did and she just made everyone feel relaxed that went on it. Don't forget. We are normal public we had no sort of footprint of it's been weeks of approval on TV. She was a consummate professional but she just made everyone feel so, you know, norming a picture of parrots you right now at your wedding.",0.8363978266716003,0.9,1.0,has,1
2SqBGwq75Pg,0,"You know, I feel star has got out today, you know particularly for us. She's been a part of our lives for 28 years. Now we met in 1988 when the screen went back and divided us no longer and it is extraordinary to think that she's not going to be here anymore. She was good at keeping in touch with us. Both keeping an eye on what we were doing our children Emily and Charley you have just left University. So it was a fantastic but she was asked about them whenever we bumped into her and I think it's extremely sad that she's no longer with us really sad. She was obviously you see her fairy godmother has absolutely right. We would never have met if it wasn't for her and her show it was her show she made that show and no one else could have done it like she did and she just made everyone feel relaxed that went on it. Don't forget. We are normal public we had no sort of footprint of it's been weeks of approval on TV. She was a consummate professional but she just made everyone feel so, you know, norming a picture of parrots you right now at your wedding.",0.8363978266716003,1.0,1.2,got,1
2SqBGwq75Pg,0,"You know, I feel star has got out today, you know particularly for us. She's been a part of our lives for 28 years. Now we met in 1988 when the screen went back and divided us no longer and it is extraordinary to think that she's not going to be here anymore. She was good at keeping in touch with us. Both keeping an eye on what we were doing our children Emily and Charley you have just left University. So it was a fantastic but she was asked about them whenever we bumped into her and I think it's extremely sad that she's no longer with us really sad. She was obviously you see her fairy godmother has absolutely right. We would never have met if it wasn't for her and her show it was her show she made that show and no one else could have done it like she did and she just made everyone feel relaxed that went on it. Don't forget. We are normal public we had no sort of footprint of it's been weeks of approval on TV. She was a consummate professional but she just made everyone feel so, you know, norming a picture of parrots you right now at your wedding.",0.8363978266716003,1.2,1.4,out,1
2SqBGwq75Pg,0,"You know, I feel star has got out today, you know particularly for us. She's been a part of our lives for 28 years. Now we met in 1988 when the screen went back and divided us no longer and it is extraordinary to think that she's not going to be here anymore. She was good at keeping in touch with us. Both keeping an eye on what we were doing our children Emily and Charley you have just left University. So it was a fantastic but she was asked about them whenever we bumped into her and I think it's extremely sad that she's no longer with us really sad. She was obviously you see her fairy godmother has absolutely right. We would never have met if it wasn't for her and her show it was her show she made that show and no one else could have done it like she did and she just made everyone feel relaxed that went on it. Don't forget. We are normal public we had no sort of footprint of it's been weeks of approval on TV. She was a consummate professional but she just made everyone feel so, you know, norming a picture of parrots you right now at your wedding.",0.8363978266716003,1.4,1.7000000000000002,"today,",1
2SqBGwq75Pg,0,"You know, I feel star has got out today, you know particularly for us. She's been a part of our lives for 28 years. Now we met in 1988 when the screen went back and divided us no longer and it is extraordinary to think that she's not going to be here anymore. She was good at keeping in touch with us. Both keeping an eye on what we were doing our children Emily and Charley you have just left University. So it was a fantastic but she was asked about them whenever we bumped into her and I think it's extremely sad that she's no longer with us really sad. She was obviously you see her fairy godmother has absolutely right. We would never have met if it wasn't for her and her show it was her show she made that show and no one else could have done it like she did and she just made everyone feel relaxed that went on it. Don't forget. We are normal public we had no sort of footprint of it's been weeks of approval on TV. She was a consummate professional but she just made everyone feel so, you know, norming a picture of parrots you right now at your wedding.",0.8363978266716003,1.7000000000000002,1.8,you,1
