storageLink,alternative_no,transcript,confidence,start_time,end_time,text,transcript_part
oMqEaO_yluU,0,"Tonight is all about hope we honor 10 new Heroes, please join me. We're sorting through our grief by living life to the fullest. I love you Michael seven nights a week. He is making sure they don't go to bed hungry. There's a force in the city of Chicago. She offers troubled kids a safe place to go. Please don't give up on how young people countries has one goal. And that's to give the kids the inspiration to restart their lives. Every baby's first breath on Earth could be one of peace and love.",0.8467850685119629,9.8,10.2,Tonight,1
oMqEaO_yluU,0,"Tonight is all about hope we honor 10 new Heroes, please join me. We're sorting through our grief by living life to the fullest. I love you Michael seven nights a week. He is making sure they don't go to bed hungry. There's a force in the city of Chicago. She offers troubled kids a safe place to go. Please don't give up on how young people countries has one goal. And that's to give the kids the inspiration to restart their lives. Every baby's first breath on Earth could be one of peace and love.",0.8467850685119629,10.2,10.5,is,1
oMqEaO_yluU,0,"Tonight is all about hope we honor 10 new Heroes, please join me. We're sorting through our grief by living life to the fullest. I love you Michael seven nights a week. He is making sure they don't go to bed hungry. There's a force in the city of Chicago. She offers troubled kids a safe place to go. Please don't give up on how young people countries has one goal. And that's to give the kids the inspiration to restart their lives. Every baby's first breath on Earth could be one of peace and love.",0.8467850685119629,10.5,10.7,all,1
oMqEaO_yluU,0,"Tonight is all about hope we honor 10 new Heroes, please join me. We're sorting through our grief by living life to the fullest. I love you Michael seven nights a week. He is making sure they don't go to bed hungry. There's a force in the city of Chicago. She offers troubled kids a safe place to go. Please don't give up on how young people countries has one goal. And that's to give the kids the inspiration to restart their lives. Every baby's first breath on Earth could be one of peace and love.",0.8467850685119629,10.7,11.0,about,1
oMqEaO_yluU,0,"Tonight is all about hope we honor 10 new Heroes, please join me. We're sorting through our grief by living life to the fullest. I love you Michael seven nights a week. He is making sure they don't go to bed hungry. There's a force in the city of Chicago. She offers troubled kids a safe place to go. Please don't give up on how young people countries has one goal. And that's to give the kids the inspiration to restart their lives. Every baby's first breath on Earth could be one of peace and love.",0.8467850685119629,11.0,11.5,hope,1
oMqEaO_yluU,0,"Tonight is all about hope we honor 10 new Heroes, please join me. We're sorting through our grief by living life to the fullest. I love you Michael seven nights a week. He is making sure they don't go to bed hungry. There's a force in the city of Chicago. She offers troubled kids a safe place to go. Please don't give up on how young people countries has one goal. And that's to give the kids the inspiration to restart their lives. Every baby's first breath on Earth could be one of peace and love.",0.8467850685119629,11.6,11.8,we,1
oMqEaO_yluU,0,"Tonight is all about hope we honor 10 new Heroes, please join me. We're sorting through our grief by living life to the fullest. I love you Michael seven nights a week. He is making sure they don't go to bed hungry. There's a force in the city of Chicago. She offers troubled kids a safe place to go. Please don't give up on how young people countries has one goal. And that's to give the kids the inspiration to restart their lives. Every baby's first breath on Earth could be one of peace and love.",0.8467850685119629,11.8,12.2,honor,1
oMqEaO_yluU,0,"Tonight is all about hope we honor 10 new Heroes, please join me. We're sorting through our grief by living life to the fullest. I love you Michael seven nights a week. He is making sure they don't go to bed hungry. There's a force in the city of Chicago. She offers troubled kids a safe place to go. Please don't give up on how young people countries has one goal. And that's to give the kids the inspiration to restart their lives. Every baby's first breath on Earth could be one of peace and love.",0.8467850685119629,12.3,12.9,10,1
oMqEaO_yluU,0,"Tonight is all about hope we honor 10 new Heroes, please join me. We're sorting through our grief by living life to the fullest. I love you Michael seven nights a week. He is making sure they don't go to bed hungry. There's a force in the city of Chicago. She offers troubled kids a safe place to go. Please don't give up on how young people countries has one goal. And that's to give the kids the inspiration to restart their lives. Every baby's first breath on Earth could be one of peace and love.",0.8467850685119629,12.9,13.2,new,1
oMqEaO_yluU,0,"Tonight is all about hope we honor 10 new Heroes, please join me. We're sorting through our grief by living life to the fullest. I love you Michael seven nights a week. He is making sure they don't go to bed hungry. There's a force in the city of Chicago. She offers troubled kids a safe place to go. Please don't give up on how young people countries has one goal. And that's to give the kids the inspiration to restart their lives. Every baby's first breath on Earth could be one of peace and love.",0.8467850685119629,13.2,13.9,"Heroes,",1
