storageLink,alternative_no,transcript,confidence,start_time,end_time,text,transcript_part
Z6xTxbQeSsI,0,Hot hotter side this isn't a mine anymore. But a giant playroom twice the size of Saint Paul's Cathedral with a kilometer of ropes to hold everyone up. This is the largest possibly the only underground trampoline in the world. And it's already proving a sellout attraction is brilliant. Yeah. I feel like a kid again. The lighting's great atmosphere is fantastic. It's just very tiring.,0.8028478622436523,7.5,7.8,Hot,1
Z6xTxbQeSsI,0,Hot hotter side this isn't a mine anymore. But a giant playroom twice the size of Saint Paul's Cathedral with a kilometer of ropes to hold everyone up. This is the largest possibly the only underground trampoline in the world. And it's already proving a sellout attraction is brilliant. Yeah. I feel like a kid again. The lighting's great atmosphere is fantastic. It's just very tiring.,0.8028478622436523,7.8,8.1,hotter,1
Z6xTxbQeSsI,0,Hot hotter side this isn't a mine anymore. But a giant playroom twice the size of Saint Paul's Cathedral with a kilometer of ropes to hold everyone up. This is the largest possibly the only underground trampoline in the world. And it's already proving a sellout attraction is brilliant. Yeah. I feel like a kid again. The lighting's great atmosphere is fantastic. It's just very tiring.,0.8028478622436523,8.1,8.6,side,1
Z6xTxbQeSsI,0,Hot hotter side this isn't a mine anymore. But a giant playroom twice the size of Saint Paul's Cathedral with a kilometer of ropes to hold everyone up. This is the largest possibly the only underground trampoline in the world. And it's already proving a sellout attraction is brilliant. Yeah. I feel like a kid again. The lighting's great atmosphere is fantastic. It's just very tiring.,0.8028478622436523,8.6,8.8,this,1
Z6xTxbQeSsI,0,Hot hotter side this isn't a mine anymore. But a giant playroom twice the size of Saint Paul's Cathedral with a kilometer of ropes to hold everyone up. This is the largest possibly the only underground trampoline in the world. And it's already proving a sellout attraction is brilliant. Yeah. I feel like a kid again. The lighting's great atmosphere is fantastic. It's just very tiring.,0.8028478622436523,8.8,9.1,isn't,1
Z6xTxbQeSsI,0,Hot hotter side this isn't a mine anymore. But a giant playroom twice the size of Saint Paul's Cathedral with a kilometer of ropes to hold everyone up. This is the largest possibly the only underground trampoline in the world. And it's already proving a sellout attraction is brilliant. Yeah. I feel like a kid again. The lighting's great atmosphere is fantastic. It's just very tiring.,0.8028478622436523,9.1,9.1,a,1
Z6xTxbQeSsI,0,Hot hotter side this isn't a mine anymore. But a giant playroom twice the size of Saint Paul's Cathedral with a kilometer of ropes to hold everyone up. This is the largest possibly the only underground trampoline in the world. And it's already proving a sellout attraction is brilliant. Yeah. I feel like a kid again. The lighting's great atmosphere is fantastic. It's just very tiring.,0.8028478622436523,9.1,9.4,mine,1
Z6xTxbQeSsI,0,Hot hotter side this isn't a mine anymore. But a giant playroom twice the size of Saint Paul's Cathedral with a kilometer of ropes to hold everyone up. This is the largest possibly the only underground trampoline in the world. And it's already proving a sellout attraction is brilliant. Yeah. I feel like a kid again. The lighting's great atmosphere is fantastic. It's just very tiring.,0.8028478622436523,9.4,10.1,anymore.,1
Z6xTxbQeSsI,0,Hot hotter side this isn't a mine anymore. But a giant playroom twice the size of Saint Paul's Cathedral with a kilometer of ropes to hold everyone up. This is the largest possibly the only underground trampoline in the world. And it's already proving a sellout attraction is brilliant. Yeah. I feel like a kid again. The lighting's great atmosphere is fantastic. It's just very tiring.,0.8028478622436523,11.5,11.7,But,1
Z6xTxbQeSsI,0,Hot hotter side this isn't a mine anymore. But a giant playroom twice the size of Saint Paul's Cathedral with a kilometer of ropes to hold everyone up. This is the largest possibly the only underground trampoline in the world. And it's already proving a sellout attraction is brilliant. Yeah. I feel like a kid again. The lighting's great atmosphere is fantastic. It's just very tiring.,0.8028478622436523,11.7,11.8,a,1
Z6xTxbQeSsI,0,Hot hotter side this isn't a mine anymore. But a giant playroom twice the size of Saint Paul's Cathedral with a kilometer of ropes to hold everyone up. This is the largest possibly the only underground trampoline in the world. And it's already proving a sellout attraction is brilliant. Yeah. I feel like a kid again. The lighting's great atmosphere is fantastic. It's just very tiring.,0.8028478622436523,11.8,12.3,giant,1
Z6xTxbQeSsI,0,Hot hotter side this isn't a mine anymore. But a giant playroom twice the size of Saint Paul's Cathedral with a kilometer of ropes to hold everyone up. This is the largest possibly the only underground trampoline in the world. And it's already proving a sellout attraction is brilliant. Yeah. I feel like a kid again. The lighting's great atmosphere is fantastic. It's just very tiring.,0.8028478622436523,12.3,13.1,playroom,1
Z6xTxbQeSsI,0,Hot hotter side this isn't a mine anymore. But a giant playroom twice the size of Saint Paul's Cathedral with a kilometer of ropes to hold everyone up. This is the largest possibly the only underground trampoline in the world. And it's already proving a sellout attraction is brilliant. Yeah. I feel like a kid again. The lighting's great atmosphere is fantastic. It's just very tiring.,0.8028478622436523,14.2,14.7,twice,1
Z6xTxbQeSsI,0,Hot hotter side this isn't a mine anymore. But a giant playroom twice the size of Saint Paul's Cathedral with a kilometer of ropes to hold everyone up. This is the largest possibly the only underground trampoline in the world. And it's already proving a sellout attraction is brilliant. Yeah. I feel like a kid again. The lighting's great atmosphere is fantastic. It's just very tiring.,0.8028478622436523,14.7,14.8,the,1
Z6xTxbQeSsI,0,Hot hotter side this isn't a mine anymore. But a giant playroom twice the size of Saint Paul's Cathedral with a kilometer of ropes to hold everyone up. This is the largest possibly the only underground trampoline in the world. And it's already proving a sellout attraction is brilliant. Yeah. I feel like a kid again. The lighting's great atmosphere is fantastic. It's just very tiring.,0.8028478622436523,14.8,15.2,size,1
