storageLink,label,time_offset,confidence,type,label_entity_id,type_id,WordNet Type Type,WordNet Type,label_lemma,label_lemma_lower,dbpedia_type,wikidata_type,all_dbpedia_types,all_wikidata_types,type_v1,type_v2,type_v3,type_v4,type_v5
X-zLKAGEFmg,mammal,19.0,0.9251649379730223,animal,/m/04rky,/m/0jbk,OTHER,,mammal,mammal,OTHER,,,,animal,animal,animal,animal,OTHER
X-zLKAGEFmg,endurance sports,20.0,0.42932093143463135,sports,/m/0bpxlzj,/m/06ntj,PERSON,,endurance sport,endurance sport,OTHER,,,,sports,sports,EVENT,sports,EVENT
X-zLKAGEFmg,fashion accessory,21.0,0.7983381152153015,none,/m/0463sg,none,OTHER,,fashion accessory,fashion accessory,OTHER,,http://dbpedia.org/ontology/Food,,none,none,none,none,OTHER
X-zLKAGEFmg,fashion accessory,23.0,0.7966217994689941,none,/m/0463sg,none,OTHER,,fashion accessory,fashion accessory,OTHER,,http://dbpedia.org/ontology/Food,,none,none,none,none,OTHER
X-zLKAGEFmg,fashion accessory,24.0,0.8566522002220154,none,/m/0463sg,none,OTHER,,fashion accessory,fashion accessory,OTHER,,http://dbpedia.org/ontology/Food,,none,none,none,none,OTHER
X-zLKAGEFmg,facial hair,20.0,0.4708414673805237,hair,/m/0ds5b,/m/03q69,OTHER,,facial hair,facial hair,OTHER,,http://dbpedia.org/ontology/Food,,hair,OTHER,hair,hair,OTHER
X-zLKAGEFmg,facial hair,21.0,0.4276695549488068,hair,/m/0ds5b,/m/03q69,OTHER,,facial hair,facial hair,OTHER,,http://dbpedia.org/ontology/Food,,hair,OTHER,hair,hair,OTHER
X-zLKAGEFmg,facial hair,22.0,0.5967295169830322,hair,/m/0ds5b,/m/03q69,OTHER,,facial hair,facial hair,OTHER,,http://dbpedia.org/ontology/Food,,hair,OTHER,hair,hair,OTHER
X-zLKAGEFmg,facial hair,23.0,0.7060869336128235,hair,/m/0ds5b,/m/03q69,OTHER,,facial hair,facial hair,OTHER,,http://dbpedia.org/ontology/Food,,hair,OTHER,hair,hair,OTHER
X-zLKAGEFmg,facial hair,24.0,0.5417183637619019,hair,/m/0ds5b,/m/03q69,OTHER,,facial hair,facial hair,OTHER,,http://dbpedia.org/ontology/Food,,hair,OTHER,hair,hair,OTHER
