storageLink,label,time_offset,confidence,type,label_entity_id,type_id,WordNet Type Type,WordNet Type,label_lemma,label_lemma_lower,dbpedia_type,wikidata_type,all_dbpedia_types,all_wikidata_types,type_v1,type_v2,type_v3,type_v4,type_v5
8vdw-1aK6-o,formation,8.0,0.6783551573753357,geographical feature,/m/03k5cs,/m/043rvww,OTHER,ORGANIZATION,formation,formation,OTHER,,,,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
8vdw-1aK6-o,formation,9.0,0.7050370573997498,geographical feature,/m/03k5cs,/m/043rvww,OTHER,ORGANIZATION,formation,formation,OTHER,,,,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
8vdw-1aK6-o,formation,10.0,0.5267611145973206,geographical feature,/m/03k5cs,/m/043rvww,OTHER,ORGANIZATION,formation,formation,OTHER,,,,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
8vdw-1aK6-o,formation,12.0,0.4081395268440247,geographical feature,/m/03k5cs,/m/043rvww,OTHER,ORGANIZATION,formation,formation,OTHER,,,,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
8vdw-1aK6-o,mountain range,8.0,0.5355887413024902,geographical feature,/m/04wxr,/m/043rvww,OTHER,,mountain range,mountain range,LOCATION,,http://dbpedia.org/ontology/Place,,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
8vdw-1aK6-o,space,8.0,0.5866531133651733,none,/m/06wqb,none,OTHER,LOCATION,space,space,OTHER,,http://dbpedia.org/ontology/Disease,,none,none,none,none,OTHER
8vdw-1aK6-o,space,9.0,0.5114378333091736,none,/m/06wqb,none,OTHER,LOCATION,space,space,OTHER,,http://dbpedia.org/ontology/Disease,,none,none,none,none,OTHER
8vdw-1aK6-o,space,10.0,0.4510357975959778,none,/m/06wqb,none,OTHER,LOCATION,space,space,OTHER,,http://dbpedia.org/ontology/Disease,,none,none,none,none,OTHER
8vdw-1aK6-o,space,11.0,0.47091144323349,none,/m/06wqb,none,OTHER,LOCATION,space,space,OTHER,,http://dbpedia.org/ontology/Disease,,none,none,none,none,OTHER
8vdw-1aK6-o,space,12.0,0.4841008484363556,none,/m/06wqb,none,OTHER,LOCATION,space,space,OTHER,,http://dbpedia.org/ontology/Disease,,none,none,none,none,OTHER
8vdw-1aK6-o,space,13.0,0.45070481300354,none,/m/06wqb,none,OTHER,LOCATION,space,space,OTHER,,http://dbpedia.org/ontology/Disease,,none,none,none,none,OTHER
8vdw-1aK6-o,space,14.0,0.4700818061828613,none,/m/06wqb,none,OTHER,LOCATION,space,space,OTHER,,http://dbpedia.org/ontology/Disease,,none,none,none,none,OTHER
8vdw-1aK6-o,darkness,8.0,0.5028548240661621,none,/m/01kyr8,none,OTHER,LOCATION,darkness,darkness,OTHER,,,,none,none,none,none,OTHER
8vdw-1aK6-o,darkness,10.0,0.5511691570281982,none,/m/01kyr8,none,OTHER,LOCATION,darkness,darkness,OTHER,,,,none,none,none,none,OTHER
8vdw-1aK6-o,darkness,11.0,0.6547335982322693,none,/m/01kyr8,none,OTHER,LOCATION,darkness,darkness,OTHER,,,,none,none,none,none,OTHER
8vdw-1aK6-o,darkness,12.0,0.4433430135250092,none,/m/01kyr8,none,OTHER,LOCATION,darkness,darkness,OTHER,,,,none,none,none,none,OTHER
8vdw-1aK6-o,concrete,10.0,0.44447022676467896,material,/m/01mxf,/m/01l0y0,PERSON,,concrete,concrete,OTHER,,http://dbpedia.org/ontology/ChemicalCompound,,material,material,material,material,OTHER
8vdw-1aK6-o,limestone,10.0,0.4737063646316528,material,/m/04hgv,/m/01l0y0,PERSON,,limestone,limestone,OTHER,,http://dbpedia.org/ontology/Band,,material,material,material,material,OTHER
8vdw-1aK6-o,glacial landform,8.0,0.4751777052879334,geographical feature,/m/055s40,/m/043rvww,OTHER,,glacial landform,glacial landform,LOCATION,,http://dbpedia.org/ontology/HistoricPlace,,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
8vdw-1aK6-o,glacial landform,9.0,0.5714132785797119,geographical feature,/m/055s40,/m/043rvww,OTHER,,glacial landform,glacial landform,LOCATION,,http://dbpedia.org/ontology/HistoricPlace,,LOCATION,geographical feature,geographical feature,geographical feature,LOCATION
8vdw-1aK6-o,stock photography,8.0,0.5180948972702026,photography,/m/036jvk,/m/05wkw,OTHER,,stock photography,stock photography,OTHER,,http://dbpedia.org/ontology/Ship,,photography,photography,photography,photography,OTHER
8vdw-1aK6-o,stock photography,9.0,0.4468940496444702,photography,/m/036jvk,/m/05wkw,OTHER,,stock photography,stock photography,OTHER,,http://dbpedia.org/ontology/Ship,,photography,photography,photography,photography,OTHER
8vdw-1aK6-o,stock photography,11.0,0.4161843359470368,photography,/m/036jvk,/m/05wkw,OTHER,,stock photography,stock photography,OTHER,,http://dbpedia.org/ontology/Ship,,photography,photography,photography,photography,OTHER
8vdw-1aK6-o,astronomical object,8.0,0.4238147437572479,none,/m/01d9ll,none,OTHER,,astronomical object,astronomical object,OTHER,,,,none,none,none,none,OTHER
8vdw-1aK6-o,astronomical object,11.0,0.4552818238735199,none,/m/01d9ll,none,OTHER,,astronomical object,astronomical object,OTHER,,,,none,none,none,none,OTHER
8vdw-1aK6-o,astronomical object,12.0,0.4801481664180756,none,/m/01d9ll,none,OTHER,,astronomical object,astronomical object,OTHER,,,,none,none,none,none,OTHER
